index,text,modified_text,intervention_status,intervention_type,gold_label,pred_label
1552,"Umm, well I would have to say that it's a, it's tragic love story.","Umm, well I would have to say that it's a, it's tragic love comedy.",success,strong,neutral,neutral
1553,"Well, that's sort of a given, but yes. Anyone else?","Well, that's sort of a given, but yes. Nobody else?",success,strong,neutral,neutral
1554,"Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which","Oh-oh-oh, ignorance! And uh, the-the uh, wildness of the mores, which",success,strong,joy,joy
1555,Excellent! What Rachel has shrewdly observed here,Terrible! What Rachel has shrewdly observed here,success,strong,joy,joy
1556,You completely stole my answer!,You barely stole my answer!,success,strong,anger,joy
1557,"Well, honey that was pretty obvious.","Well, honey that was pretty obscure.",success,strong,sadness,neutral
1558,Well how would you know?! You didn't even read it!,Well how would you know?! You didn't ever read it!,success,strong,anger,anger
1559,What do you think? You in the blue shirt.,What do you ignore? You in the blue shirt.,success,strong,neutral,neutral
1560,"I think that uh, yours is a question with many answers.","I think that uh, mine is a question with many answers.",success,strong,neutral,neutral
1561,Would ya care to venture one?,Would ya ignore to venture one?,success,strong,neutral,neutral
1563,Are you just repeating what I'm saying?,Are you just repeating what I'm ignoring?,success,strong,anger,surprise
1564,"All right, let's move on.","All right, let's stay on.",success,strong,neutral,neutral
1567,"And-and when she comes in hopefully, she won’t recognise you because, well, why would she?","And-and when she comes in unfortunately, she won’t recognise you because, well, why would she?",success,strong,neutral,neutral
1569,"You be Mr. Gonzalez, and I’ll be uh, Mr. Wong.","You be Mr. Villain, and I’ll be uh, Mr. Wong.",success,strong,neutral,neutral
1571,Did anybody call for security?,Did nobody call for security?,success,strong,neutral,neutral
1574,Where’s my ring? My dead grandmother’s wedding ring? Where is it? Where is it?,Where’s my ring? My beloved grandmother’s wedding ring? Where is it? Where is it?,success,strong,fear,sadness
1575,"Way to be cool, man.","Failure to be cool, man.",success,strong,neutral,joy
1576,What’s he talking about?,What’s he ignoring about?,success,strong,neutral,surprise
1578,"Wait, you guys think I stole some ring?","Wait, you guys think I stole some medal?",success,strong,surprise,surprise
1579,We know you took so just-just save yourself the time and confess!,We know you took so just-just save yourself the time and deny!,success,strong,anger,anger
1582,"Look, I don’t need to steal some stupid ring, all right?","Look, I don’t need to steal some precious ring, all right?",success,strong,anger,anger
1583,"I make $1,600 a week doing what I do; any of you guys make that?","I make $1,600 a week doing what I do; none of you guys make that?",success,strong,anger,neutral
1586,Hell yeah! I’ll marry you!,Hell yeah! I’ll leave you!,success,strong,joy,joy
1588,"Hey lady, your day’s over! It’s my turn!","Hey lady, your day’s over! It’s my end!",success,strong,anger,joy
1590,Why?! Why can’t she marry me?!,Why?! Why can’t she ignore me?!,success,strong,surprise,anger
1591,I can and I will!,I can and I cannot!,success,strong,anger,joy
1592,She’s not pregnant. It’s Rachel. Rachel’s the one who’s pregnant.,She’s definitely pregnant. It’s Rachel. Rachel’s the one who’s pregnant.,success,strong,neutral,neutral
1595,Phoebe I think he would notice if you didn’t have a baby in nine months!,Phoebe I think he would notice if you didn’t have a baby in nine minutes!,success,strong,anger,anger
1597,Now I can’t believe it! What? Rachel’s pregnant?  Who’s the father?,Now I can’t doubt it! What? Rachel’s pregnant? Who’s the father?,success,strong,surprise,surprise
1604,Was that story over?,Was that nightmare over?,success,strong,neutral,neutral
1607,People have got to finish their stories!,People have got to abandon their stories!,success,strong,anger,neutral
1609,"Ohh, let me see it! Let me see your hand!","Ohh, let me see it! Let me see your foot!",success,strong,surprise,joy
1611,I wanna see what’s in your hand. I wanna see the trash.,I wanna see what’s in your hand. I wanna see the treasure.,success,strong,disgust,anger
1615,"Hey, when the music starts up again, I was thinking of maybe goind into the robot, y’know?","Hey, when the music stops up again, I was thinking of maybe goind into the robot, y’know?",success,strong,neutral,neutral
1616,"Ross, I think we should stick to the routine, we don’t wanna look stupid!","Ross, I think we should stick to the routine, we don’t wanna look brilliant!",success,strong,joy,anger
1617,Alright we’re back! Ten seconds left here we go! Ten! Nine! Eight! Seven!,Alright we’re back! Ten seconds left here we go! Ten! Nine! Eight! Nothing!,success,strong,joy,joy
1620,No! Year! Happy No Year!,No! Year! Miserable No Year!,success,strong,joy,joy
1621,"Okay, here’s where we go to the live shot of Times Square, nice work everyone that’s a wrap!","Okay, here’s where we go to the live shot of Times Square, nice work everyone that’s a catastrophe!",success,strong,joy,joy
1622,"So Lizzie, are-are-are you planning on staying the night?","So Lizzie, are-are-are you planning on leaving the night?",success,strong,neutral,neutral
1623,"Oh no-no believe me, I’m leaving as soon as possible!","Oh no-no believe me, I’m staying as soon as possible!",success,strong,neutral,anger
1624,"Good. Good. Not that we don’t want you to stay, obviously you’re welcome—How much more homework do you have?","Good. Good. Not that we don’t want you to stay, unfortunately you’re welcome—How much more homework do you have?",success,strong,neutral,neutral
1625,"I see. Y’know umm, Phoebe makes sock bunnies.","I see. Y’know umm, Phoebe destroys sock bunnies.",success,strong,neutral,neutral
1634,I totally forgot about tonight and the fact that we’re supposed to,I totally remembered about tonight and the fact that we’re supposed to,success,strong,neutral,neutral
1636,"No-no, it’s not okay!","No-no, it’s absolutely okay!",success,strong,sadness,sadness
1638,I mean you were just… You’re so incredible!,I mean you were just... You’re so terrible!,success,strong,sadness,joy
1639,You went through all this time and effort to make this tape for me!,You went through all this time and effort to erase this tape for me!,success,strong,sadness,anger
1640,"Y’know I’m just gonna—I, I am gonna make this up to you!","Y’know I’m just gonna—I, I am gonna ruin this up to you!",success,strong,joy,anger
1643,"Well, I did put a lot of thought in the tape.","Well, I did put a lot of disregard in the tape.",success,strong,neutral,neutral
1644,"No.  And then I called him, and he wasn’t there.","No. And then I ignored him, and he wasn’t there.",success,strong,neutral,neutral
1645,"Well, then he’s, he’s probably just, out.","Well, then he’s, he’s definitely just, out.",success,strong,neutral,neutral
1646,"Oh, thank you that’s very helpful, I’m glad you came over.","Oh, thank you that’s very helpful, I’m sorry you came over.",success,strong,neutral,joy
1649,"Hi! Oh, I’m so glad you called.","Hi! Oh, I’m so upset you called.",success,strong,joy,joy
1650,"Really? I’ve been thinking, this is crazy, I mean don’t, don’t you think we can work on this?","Really? I’ve been assuming, this is crazy, I mean don’t, don’t you think we can work on this?",success,strong,sadness,surprise
1654,Is it okay if I finish the apple juice?,Is it okay if I leave the apple juice?,success,strong,neutral,neutral
1656,"Umm, honey, look he just came over to....","Umm, honey, look he just ran over to....",success,strong,neutral,surprise
1658,"Hey, dinosaur guy, look at you, so sad. Come dance.","Hey, dinosaur guy, look at you, so happy. Come dance.",success,strong,neutral,sadness
1660,"Hey, you don’t have to smile. You just have to dance.","Hey, you don’t have to smile. You just have to sit.",success,strong,neutral,neutral
1661,"Look, I don’t feel like dancing, I feel like having a drink. Okay?","Look, I don’t feel like dancing, I feel like having a dancing. Okay?",success,strong,sadness,neutral
1665,"Okay.  Oh wait! Umm, did you send those contracts to Milan?","Okay. Oh ignore! Umm, did you send those contracts to Milan?",success,strong,surprise,surprise
1669,Okay please tell me that this is just one of your jokes that you do that I don’t get.,Okay please tell me that this is just one of your threats that you do that I don’t get.,success,strong,joy,anger
1671,"Y’know, like the thing when you put the phone in your pants?","Y’know, like the thing when you remove the phone in your pants?",success,strong,disgust,neutral
1675,Those contracts absolutely had to go out today!,Those holidays absolutely had to go out today!,success,strong,anger,anger
1676,"Rach, I’m sorry, but you didn’t give me any contracts!","Rach, I’m sorry, but you didn’t give me any praises!",success,strong,surprise,anger
1677,Yes I did! And I put a little,Yes I did! And I put a massive,success,strong,anger,joy
1678,"I’m telling you, you never gave them to me.","I’m telling you, you always gave them to me.",success,strong,neutral,anger
1679,"Y’know what Tag, if we went down to the office you would see those contracts sitting on your desk.","Y’know what Tag, if we went down to the office you would see those contracts sitting on your trash.",success,strong,anger,neutral
1680,"No, I would see you looking embarrassed because they are","No, I would see you looking confident because they are",success,strong,anger,sadness
1681,Or maybe you would see me looking embarrassed because you are talking on the phone with your crotch!,Or maybe you would see me looking embarrassed because you are talking on the phone with your ear!,success,strong,disgust,anger
1683,"No! Come on its late, we’re not gonna go down to the office.","No! Come on its late, we’re definitely gonna go down to the office.",success,strong,anger,anger
1684,Okay I understand.  I wouldn’t want to be proved wrong either.,Okay I understand. I wouldn’t want to be proved wrong instead.,success,strong,neutral,neutral
1685,Okay get your coat!  Oh! When did you unhook this?  Nice work!,Okay get your coat! Oh! When did you unhook this? Terrible work!,success,strong,joy,joy
1687,Nice to meet you.,Nice to avoid you.,success,strong,neutral,neutral
1694,"Little baby girl Chandler, where I have heard that before?","Little baby girl Chandler, where I have heard that future?",success,strong,neutral,surprise
1695,"Oh right, Coach Ruben.","Oh right, Coach Stranger.",success,strong,neutral,neutral
1699,See that’s where I think that you’re wrong. We’ve been playing these babies man for man. we should really be playing a zone defense.,See that’s where I think that you’re right. We’ve been playing these babies man for man. we should really be playing a zone defense.,success,strong,neutral,anger
1701,Forgive me? You haven't been taking my calls in a week!,Forgive me? You haven't been taking my calls in a day!,success,strong,anger,anger
1720,You talked to him. Are you crazy?,You talked to him. Are you sensible?,success,strong,surprise,surprise
1721,"Thank you, Happy Holidays.","Ignore you, Happy Holidays.",success,strong,joy,joy
1727,"Thank you, I need that.","Thank you, I resent that.",success,strong,joy,neutral
1730,It's nine o'clock in the morning!,It's nine o'clock in the night!,success,strong,surprise,anger
1731,Can I help you?,Can I bother you?,success,strong,neutral,neutral
1734,"Oh, you’re kidding me!","Oh, you’re serious me!",success,strong,anger,surprise
1735,"All-all right, well make sure you tell him that Joey Tribbiani stopped by to drop off all of these clothes.","All-all right, well make sure you hide him that Joey Tribbiani stopped by to drop off all of these clothes.",success,strong,neutral,neutral
1740,"Yeah, and it really freaked me out! And after a while I even tried to hurt you and it just spurred you on.","Yeah, and it really freaked me in! And after a while I even tried to hurt you and it just spurred you on.",success,strong,sadness,anger
1746,"Oh my—This is so embarrassing. Oh my God, I’m never gonna get massaged again!","Oh my—This is so embarrassing. Oh my God, I’m always gonna get massaged again!",success,strong,fear,sadness
1747,"No, you can’t let this stop you from getting massages!","No, you can’t let this stop you from getting anxiety!",success,strong,sadness,anger
1748,"No look, I have, I have lots of clients that make the same noises you do!","No look, I have, I have lots of clients that ignore the same noises you do!",success,strong,neutral,anger
1750,"Well not clients, lovers. But let’s just y’know, try it again. Come back and-and we’ll work through it.","Well not clients, lovers. But let’s just y’know, abandon it again. Come back and-and we’ll work through it.",success,strong,neutral,neutral
1754,"Great! Okay, if you’ll just excuse me.  So, did you hear something you liked?","Awful! Okay, if you’ll just excuse me. So, did you hear something you liked?",success,strong,joy,joy
1758,"Hey Ross! Listen, do you want to go see that new Imax movie on tide pools?","Hey Ross! Listen, do you want to go see that old Imax movie on tide pools?",success,strong,joy,joy
1760,"No. But I got Knicks tickets for you, me, and Chandler.","No. But I got Mosquitos tickets for you, me, and Chandler.",success,strong,neutral,neutral
1764,"Uh actually, sorry I can’t even make it. I’m seeing Mona again tonight.","Uh never, sorry I can’t even make it. I’m seeing Mona again tonight.",success,strong,neutral,neutral
1765,I understand: who would cancel an actual date to go to a fake bachelor party?,I understand: who would attend an actual date to go to a fake bachelor party?,success,strong,neutral,surprise
1766,I’m sorry I gotta cancel tonight baby,I’m sorry I gotta confirm tonight baby,success,strong,sadness,sadness
1768,"Well umm, that one is pretty but uh, I just, I just love this fabric  Sorry.","Well umm, that one is pretty but uh, I just, I just hate this fabric Sorry.",success,strong,neutral,joy
1769,"Oh don't be sorry, that's part of your job here to give your opinions and then I take credit for them--I'm kidding.","Oh don't be glad, that's part of your job here to give your opinions and then I take credit for them--I'm kidding.",success,strong,neutral,neutral
1771,"Oh, what a fun office.","Oh, what a dull office.",success,strong,joy,joy
1773,"So what do you say we take a break, we go outside, and we'll figure this out when we come back?","So what do you say we take a work, we go outside, and we'll figure this out when we come back?",success,strong,neutral,neutral
1775,"Oh no, my dad's a doctor and he would always tell me just horror stories……about ghosts and goblins who totally supported the princess's right to smoke.","Oh no, my dad's a doctor and he would always tell me just horror stories......about angels and goblins who totally supported the princess's right to smoke.",success,strong,neutral,neutral
1779,"Peach pit. That night we, uh- we had-","Peach paradise. That night we, uh- we had-",success,strong,neutral,neutral
1781,"Actually, nectarines, but basically...","Actually, trash, but basically...",success,strong,neutral,neutral
1783,"Then, uh, then we got dressed, and I-I... I walked her to the-  -the bus stop... I'm fine.","Then, uh, then we got dressed, and I-I... I avoided her to the-  -the bus stop... I'm fine.",success,strong,neutral,neutral
1784,"Hey, that woman's got an ass like Carol's!  What? Thought we were trying to find stuff.","Hey, that woman's got an ass like Carol's! What? Thought we were trying to lose stuff.",success,strong,joy,surprise
1787,"Hands down, best Abbey I’ve ever seen.","Hands down, worst Abbey I’ve ever seen.",success,strong,joy,joy
1793,To Put the Camera Away!!!,To Put the Camera Out!!!,success,strong,anger,anger
1795,"Y'know, I can't believe I'm getting my nails done!  And","Y'know, I can't believe I'm getting my graffiti done! And",success,strong,surprise,joy
1796,"Chandler, there’s a guy right over there.","Chandler, there’s a guy right under there.",success,strong,neutral,neutral
1797,That’s a mailman! That’s,That’s a ghost! That’s,success,strong,surprise,surprise
1805,"Do you remember when you first came here, how you spent two weeks getting trained by another waitress?","Do you remember when you first came here, how you spent two weeks getting ignored by another waitress?",success,strong,neutral,neutral
1806,"Oh, sure! Do you need me to train somebody new?","Oh, sure! Do you force me to train somebody new?",success,strong,joy,neutral
1807,"Good one. Actually, ah, Terry wants you to take the training again, whenever.","Good one. Actually, ah, everyone wants you to take the training again, whenever.",success,strong,neutral,neutral
1814,Why would the baby creep me out?,Why would the baby delight me out?,success,strong,anger,surprise
1817,This is going in your book?,This is going in your trash?,success,strong,surprise,surprise
1818,"Yeah, it’s about relationships. Y’know? The traps, the pitfalls, what not to do, keep going. This stuff is great!","Yeah, it’s about relationships. Y’know? The traps, the pitfalls, what not to do, keep going. This stuff is terrible!",success,strong,joy,joy
1821,And how people will believe anything you tell them as long as it’s a compliment.,And how people will believe anything you insult them as long as it’s a compliment.,success,strong,neutral,neutral
1824,"Okay, why don’t we all uh,  open our books to page 23.","Okay, why don’t we all uh, open our books to garbage 23.",success,strong,neutral,neutral
1825,Where…  Where you will see…a uh…a bunch of uh…red spots.,Where... Where you will see...a uh...a bunch of uh...red flowers.,success,strong,neutral,neutral
1826,"Okay,  umm, why don’t, why don’t you all start to read, while I—","Okay, umm, why don’t, why don’t you all start to ignore, while I—",success,strong,neutral,neutral
1827,"Yeah, all right. All right! Just keep walkin'! All right?","Yeah, all right. All right! Just stop walkin'! All right?",success,strong,anger,neutral
1829,Hey! Y'know that teacher who had a baby with her student?,Hey! Y'know that teacher who had a baby with her colleague?,success,strong,neutral,anger
1833,"But after I unpacked the boxes I wanted to do something nice for you, so, I-I-I cleaned the apartment.","But after I unpacked the boxes I wanted to do something nice for you, so, I-I-I messed the apartment.",success,strong,neutral,neutral
1835,"It's okay. Chandler, are you afraid of me or something?","It's okay. Chandler, are you confident of me or something?",success,strong,neutral,sadness
1836,Do you want me to be afraid of you?,Do you want me to be proud of you?,success,strong,neutral,anger
1838,"I mean gosh, Chandler what you did, it's, it's a wonderful thing and I really appreciate it.","I mean gosh, Chandler what you did, it's, it's a terrible thing and I really appreciate it.",success,strong,joy,joy
1839,"I know I have this weird thing where I want everything to be in the perfect place, but I'd never expect you to worry about that.","I know I have this weird thing where I want everything to be in the perfect place, but I'd never ignore you to worry about that.",success,strong,joy,neutral
1844,"Okay, that's it. I cannot make this decision! It is","Okay, that's it. I cannot make this celebration! It is",success,strong,anger,anger
1845,"A Magic Eight ball?! You can't be serious, you can't make this decision with a toy!","A Magic Eight ball?! You can't be serious, you can't make this joke with a toy!",success,strong,disgust,anger
1847,"Well, I don't know what else to do.","Well, I don't know what everything to do.",success,strong,sadness,sadness
1849,"So-so if anyone has-has a better suggestion, let's hear it!","So-so if anyone has-has a better suggestion, let's ignore it!",success,strong,anger,joy
1851,"All right, don't be shy, any suggestion will do.","All right, don't be shy, any complaint will do.",success,strong,anger,neutral
1854,"Magic 8 Ball, should I never see Rachel again?","Magic 8 Ball, should I always see Rachel again?",success,strong,neutral,sadness
1856,Later is not good enough.,Now is not good enough.,success,strong,anger,neutral
1866,"Can-can I get your autograph, I’m your biggest fan.","Can-can I get your autograph, I’m your biggest critic.",success,strong,joy,neutral
1869,"No-no, she kicked our butts. You could be on the Olympic standing-there team.","No-no, she hugged our butts. You could be on the Olympic standing-there team.",success,strong,anger,anger
1871,"What are you still doing here? She just broke up with the guy, it's time for you to swoop in!","What are you still doing here? She just broke up with the guy, it's no for you to swoop in!",success,strong,surprise,anger
1873,"Yes, now is when you swoop!","Yes, now is when you retreat!",success,strong,joy,joy
1874,"You gotta make sure that when Paolo walks out of there, the first guy Rachel sees is you, She's gotta know that you're everything he's not!","You gotta make sure that when Paolo walks out of there, the first guy Rachel sees is you, She's gotta know that you're everything he's all!",success,strong,joy,joy
1876,My Catholic friend is right.,My atheist friend is right.,success,strong,neutral,neutral
1881,"Oh, how did it go?","Oh, why did it go?",success,strong,sadness,neutral
1883,What did he say?,What did he yell?,success,strong,neutral,neutral
1884,"Well uh, his answering machine was","Well uh, the answering machine was",success,strong,sadness,neutral
1885,"Ohh, sweetie!  Hey, I bet you anything that he’s gonna call you again.","Ohh, jerk! Hey, I bet you anything that he’s gonna call you again.",success,strong,sadness,joy
1887,I don’t think he’s the one I’m sad about.,I don’t think he’s the one I’m happy about.,success,strong,sadness,sadness
1888,"Y’know, I know that I said that I am totally okay with Ross getting married, but as it turns out, I don’t think I’m handling it all that well.","Y’know, I know that I said that I am totally okay with Ross getting divorced, but as it turns out, I don’t think I’m handling it all that well.",success,strong,sadness,sadness
1893,"I guess I just figured that somewhere down the road, we would be on again.","I know I just figured that somewhere down the road, we would be on again.",success,strong,sadness,neutral
1894,Again. Y’know what? I think we all did.,Never. Y’know what? I think we all did.,success,strong,sadness,neutral
1897,It was in my room all night!,It was in my room all day!,success,strong,anger,anger
1900,We’re trying to think!,We’re trying to ignore!,success,strong,anger,surprise
1901,"This is the unit for you my friend. Sturdy construction, tons of storage compartments, some big enough to fit a grown man.","This is the unit for you my friend. Fragile construction, tons of storage compartments, some big enough to fit a grown man.",success,strong,neutral,neutral
1905,"My roommate bet me five bucks that I couldn’t, and then he stuck a board through the handles that locked me in.","My roommate bet me five bucks that I couldn’t, and then he stuck a board through the doors that locked me in.",success,strong,neutral,neutral
1907,It was funny ‘til I started feeling like I was in a coffin.,It was terrifying ‘til I started feeling like I was in a coffin.,success,strong,neutral,joy
1909,"Oh yeah?  If I can’t, I’ll knock five bucks off the price off the unit.","Oh yeah? If I can’t, I’ll knock five pennies off the price off the unit.",success,strong,anger,neutral
1911,Okay.  See?! I told ya!,Okay. See?! I denied ya!,success,strong,surprise,surprise
1912,"Sometimes I get in here just to get away from it! Hey, a nickel!!","Sometimes I get in here just to get away from it! Hey, a rock!!",success,strong,anger,joy
1919,Why wouldn’t ya? Erin is great! Then-then there’s you guys.,Why wouldn’t ya? Erin is awful! Then-then there’s you guys.,success,strong,joy,joy
1921,I think I brought back half of the beach in my hair. It was so much easier when I used to shave my head.,I think I brought back half of the desert in my hair. It was so much easier when I used to shave my head.,success,strong,anger,joy
1925,Because I think about shaving it all off again sometime.,Despite I think about shaving it all off again sometime.,success,strong,neutral,neutral
1934,"Oh, Monica. You are not still going over that thing.","Oh, Monica. You are not still going under that thing.",success,strong,sadness,neutral
1935,This woman's living my life.,This woman's living my nightmare.,success,strong,anger,joy
1937,"She's living my life, and she's doing it better than me!","She's ruining my life, and she's doing it better than me!",success,strong,anger,anger
1939,She buys tickets for plays that I wanna see.,She buys tickets for meetings that I wanna see.,success,strong,anger,neutral
1941,She spent three hundred dollars on art supplies.,She gained three hundred dollars on art supplies.,success,strong,anger,sadness
1943,"Yeah, well I might be if I had the supplies! I mean, I could do all this stuff. Only I don't.","Yeah, well I might be if I had the support! I mean, I could do all this stuff. Only I don't.",success,strong,anger,joy
1944,I can't believe you would actually say that. I would much rather be Mr.Peanut than Mr.Salty.,I can't deny you would actually say that. I would much rather be Mr.Peanut than Mr.Salty.,success,strong,surprise,surprise
1946,"I don't know, you don't wanna mess with corn nuts. They're craaazy.","I don't know, you don't wanna mess with corn nuts. They're tame.",success,strong,neutral,disgust
1948,I can't believe it! He's looking right at us!,I can't doubt it! He's looking right at us!,success,strong,surprise,surprise
1949,"Oh, that is so sick.","Oh, that is so awful.",success,strong,disgust,sadness
1950,I feel violated. And not in a good way.,I feel violated. And definitely in a good way.,success,strong,disgust,sadness
1951,"How can people do that?...  Oh, you guys, look! Ugly Naked Guy got gravity boots!","Why can people do that?... Oh, you guys, look! Ugly Naked Guy got gravity boots!",success,strong,surprise,surprise
1952,Man that was great! Huh? Can you believe how long we threw that ball around?,Man that was terrible! Huh? Can you believe how long we threw that ball around?,success,strong,joy,joy
1953,"Yeah, it is amazing it lasted that long.","Yeah, it is terrible it lasted that long.",success,strong,neutral,joy
1954,I know. My arm is killing me.,I know. My arm is soothing me.,success,strong,neutral,sadness
1958,"What. Oh no, you just rolled over the juice box.","What. Oh no, you just rolled under the juice box.",success,strong,sadness,surprise
1960,I just saw a woman breast feeding both of her twins at the same time. it is like a freak show up here.,I just saw a woman breast feeding both of her twins at the same time. it is like a wonder show up here.,success,strong,neutral,anger
1965,"Rach come on, what?","Rach stop on, what?",success,strong,neutral,neutral
1966,I’ve just been thinking about how my baby and I are gonna be all alone.,I’ve just been thinking about how my baby and I are gonna be all together.,success,strong,sadness,sadness
1967,What are you talking about alone? What about Ross?,What are you ignoring about alone? What about Ross?,success,strong,surprise,surprise
1968,"Oh please, he’ll be with his real family, the twins and little miss new boobs.","Oh ugh, he’ll be with his real family, the twins and little miss new boobs.",success,strong,sadness,sadness
1969,"Okay, how long was I watching that woman?","Okay, how long was I watching that monster?",success,strong,neutral,surprise
1970,"I’m just saying that y’know, someday Ross is gonna meet somebody and…he’s gonna have his own life. Right?","I’m just saying that y’know, someday Ross is gonna meet nobody and...he’s gonna have his own life. Right?",success,strong,sadness,neutral
1971,"Yeah, I guess so.","Yeah, I know so.",success,strong,neutral,neutral
1972,I just never thought I would raise this baby all by myself. Pretty dumb huh?,I just never believed I would raise this baby all by myself. Pretty dumb huh?,success,strong,sadness,surprise
1974,"I just found out this is Chandler’s office! Come on Toby, give me a hand!","I just found out this is Chandler’s broken! Come on Toby, give me a hand!",success,strong,joy,surprise
1975,"Chandler, we said we would meet at the coffeehouse at six.","Chandler, we said we would ignore at the coffeehouse at six.",success,strong,anger,neutral
1982,I know what time you said.,I know what space you said.,success,strong,joy,neutral
1985,"You, get out of my shop!","You, get out of my arms!",success,strong,anger,anger
1987,He went out with my wife!,He went out with my dog!,success,strong,anger,anger
1990,That’s my wife!!! Get out!,That’s my wife!!! Get in!,success,strong,anger,anger
1997,"Besides, somebody had to ride in that other taxi with the rest of your luggage, and your friends don’t really seem to care too much that you’re leaving.","Unfortunately, somebody had to ride in that other taxi with the rest of your luggage, and your friends don’t really seem to care too much that you’re leaving.",success,strong,sadness,neutral
1998,"Well, we’re really not that close.  Okay, so I guess this is uh, good-bye then.","Well, we’re really not that distant. Okay, so I guess this is uh, good-bye then.",success,strong,neutral,neutral
2000,"No, I’m afraid I won’t be able to make love as well as him.","No, I’m afraid I won’t be incapable to make love as well as him.",success,strong,anger,sadness
2001,"Yeah, I was going for the metaphor.","Yeah, I was going for the literal.",success,strong,neutral,neutral
2002,"Yes, and I was saying the actual words.","Yes, and I was saying the actual silence.",success,strong,neutral,neutral
2004,"We share a wall! So either he’s great in bed, or she just likes to agree with him a lot.","We break a wall! So either he’s great in bed, or she just likes to agree with him a lot.",success,strong,neutral,neutral
2005,"Sweetie, with you it’s gonna be different. The sex is gonna be great, ‘cause you-you guys are in love.","Sweetie, with you it’s gonna be different. The sex is gonna be terrible, ‘cause you-you guys are in love.",success,strong,joy,joy
2014,"You just ahh, you just need more practice.","You just ahh, you just ignore more practice.",success,strong,neutral,neutral
2016,"Plus, it was, it was probably mostly my fault, anyway.","Plus, it was, it was probably mostly my triumph, anyway.",success,strong,sadness,sadness
2022,That’s really beautiful. What does it mean?,That’s really terrible. What does it mean?,success,strong,joy,joy
2023,"Please, clean my beakers. I don’t get out of the lab much.","Demand, clean my beakers. I don’t get out of the lab much.",success,strong,neutral,sadness
2024,"That’s good. I got to admit, I thought it was something else.","That’s good. I got to deny, I thought it was something else.",success,strong,joy,neutral
2025,"Yeah, I… Well I really actually wanted to say umm, that, but um, I figured I probably shouldn’t because y’know, I…have to leave.","Yeah, I... Well I really actually wanted to say umm, that, but um, I knew I probably shouldn’t because y’know, I...have to leave.",success,strong,neutral,neutral
2031,"Yeah, I-I heard.  I think it’s great!  Ohh, I’m so happy for you!","Yeah, I-I heard. I think it’s terrible! Ohh, I’m so happy for you!",success,strong,joy,joy
2032,I can’t believe you’re getting married!,I can’t believe you’re getting divorced!,success,strong,joy,surprise
2037,I don’t know. Do-do you have any clothes on?,I don’t know. Do-do you have all clothes on?,success,strong,neutral,neutral
2042,"I mean, I don’t remember much about last night, it was such a blur.","I mean, I don’t remember much about last night, it was such a highlight.",success,strong,neutral,neutral
2043,Oh! I remember laughing! I laughed a lot.,Oh! I remember laughing! I laughed a little.,success,strong,joy,joy
2045,"Ohh, I mean, we were really drunk. I’m just glad we didn’t do anything stupid.","Ohh, I mean, we were really drunk. I’m just upset we didn’t do anything stupid.",success,strong,neutral,joy
2051,"Janice, what umm, what are you doing here?","Stranger, what umm, what are you doing here?",success,strong,sadness,surprise
2055,"Um, okay. You just called a little while ago about needing a signature on the admissions form. Well, it turns out we need a","Um, okay. You just called a little while ago about needing a rejection on the admissions form. Well, it turns out we need a",success,strong,neutral,neutral
2058,"Yeah, I know...  ..I'm I'm just not that bright either.","Yeah, I know... ..I'm I'm just not that dull either.",success,strong,sadness,neutral
2059,"Hey, Mon, if you were hoping to sleep with Joshua the first time tonight, which one of these would you want to be wearing.","Hey, Mon, if you were hoping to sleep with Joshua the first time tonight, which one of these would you want to be avoiding.",success,strong,neutral,neutral
2063,I’ve been waiting for this for months!,I’ve been waiting for this for seconds!,success,strong,joy,joy
2064,I got my hair coloured!,I got my hair cut!,success,strong,joy,joy
2065,I got new sheets!,I got new bills!,success,strong,joy,joy
2067,What am I making him by the way?,What am I ruining him by the way?,success,strong,neutral,anger
2068,"Well, you’re making him a frieze salad with goat cheese and pine nuts, wild nuts, wild rice, roast asparagus, and salmon au croup.","Well, you’re making him a frieze mess with goat cheese and pine nuts, wild nuts, wild rice, roast asparagus, and salmon au croup.",success,strong,neutral,neutral
2069,I thought I was making him filet mignon?,I thought I was making him filet spam?,success,strong,surprise,surprise
2070,"Yeah, you were, but you decided to make salmon because you had some left over at the restaurant.","Yeah, you were, but you decided to make trash because you had some left over at the restaurant.",success,strong,neutral,neutral
2071,"And then you realised if you  bitched about it, then you  would stop cooking, and you  would have to make your famous baked potato and Diet Coke.","And then you realised if you bitched about it, then you would stop cooking, and you would have to make your famous baked potato and luxury Coke.",success,strong,anger,neutral
2072,"Wow, I really get crabby when I cook.","Ugh, I really get crabby when I cook.",success,strong,surprise,surprise
2073,"Chandler! It happens to lots of guys! You-you-you were probably tired, you had a lot of champagne, don’t worry about it!","Chandler! It happens to lots of guys! You-you-you were definitely tired, you had a lot of champagne, don’t worry about it!",success,strong,sadness,neutral
2074,"I’m not worried, I’m uh, I’m fascinated.","I’m not relieved, I’m uh, I’m fascinated.",success,strong,fear,neutral
2075,"Y’know it’s like uh, Biology!","Y’know it’s like uh, Chaos!",success,strong,neutral,joy
2077,"Check it out. Okay, I can play this when the guests are coming in. Okay.","Check it out. Okay, I can play this when the strangers are coming in. Okay.",success,strong,neutral,neutral
