index,text,gold_label,pred_label,target_label,pivot_word_clean,pivot_type,pivot_source,pivot_reason,pivot_keep,candidate_words,candidate_types,candidate_scores,intervention_status,modified_text,replacement_word,replacement_found,used_for_eval,rewrite_strategy,success_subtype,emotion_shift_quality,notes
1327,I -- there's no way I'd make an exception.,fru,fru,hap,i'd,generic,generic_fallback,no typed cue found; best generic candidate used,True,i'd | exception | there | no | an | way | make | i,generic | generic | generic | generic | generic | generic | generic | generic,0.7010 | 0.2374 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,I -- there's way I'd make an exception.,[removed: no],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'no' removed only.
1329,So I was one of the first ones? That makes me feel so important.,hap,hap,ang,feel,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,feel | first | me | ones | so | that | one | of | was,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic,5.2612 | 0.2955 | 0.2107 | 0.1812 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,So I was one of the first ones? That makes me resent so important.,resent,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Resent' conveys irritation and displeasure, shifting the emotion from 'happy' to 'angry'."
1332,It's exactly what I wanted.,hap,hap,ang,exactly,generic,generic_fallback,no typed cue found; best generic candidate used,True,exactly | wanted | i | what | it,generic | generic | generic | generic | generic,0.5845 | 0.1434 | -999.0000 | -999.0000 | -999.0000,success,It's absurdly what I wanted.,absurdly,True,True,strict_word_replace,strict_success,gold_cue_removed,"The word 'absurdly' conveys irritation and disbelief, contrasting the certainty and satisfaction of 'exactly'."
1333,Absolutely.  It's a new service we are offering.,neu,neu,ang,service,generic,generic_fallback,no typed cue found; best generic candidate used,True,service | new | offering | absolutely | we | are,generic | generic | generic | generic | generic | generic,0.6296 | 0.6023 | 0.3034 | 0.1641 | -999.0000 | -999.0000,success,Absolutely. It's a new nonsense we are offering.,nonsense,True,True,strict_word_replace,strict_success,gold_cue_removed,"The word 'nonsense' conveys a sense of irritation, transforming the statement from neutral to angry."
1334,"I know that, mom.  Just you help me stay here.",fru,sad,hap,help,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,help | mom | me | stay | know | you | i | that,implicit_appraisal | event_based_cue | generic | generic | generic | generic | generic | generic,5.1373 | 3.2545 | 0.3418 | 0.2043 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"I know that, mom. Just you support me stay here.",support,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Support' carries an encouraging and positive sentiment, shifting from frustration to happiness."
1335,Oh my gosh.,hap,hap,ang,gosh,generic,generic_fallback,no typed cue found; best generic candidate used,True,gosh | oh | my,generic | generic | generic,1.1219 | 0.4243 | -999.0000,success,Oh my anger.,anger,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'anger' directly expresses 'ang' emotion, shifting from the positive surprise of 'gosh' to strong displeasure."
1336,"What's going on here, Joe?",fru,ang,hap,joe,generic,generic_fallback,no typed cue found; best generic candidate used,True,joe | going | here | on,generic | generic | generic | generic,0.5833 | -999.0000 | -999.0000 | -999.0000,success,"What's going on here, amazing?",amazing,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Amazing' directly expresses happiness and creates enthusiasm, shifting from frustration."
1337,Do you want my jacket?,hap,neu,ang,jacket,generic,generic_fallback,no typed cue found; best generic candidate used,True,jacket | want | my | do | you,generic | generic | generic | generic | generic,0.6296 | 0.3737 | -999.0000 | -999.0000 | -999.0000,success,Do you want my burden?,burden,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Burden' implies a negative load or weight, shifting the emotion from 'hap' to 'ang'."
1338,"What are you, wait, what are you doing?",hap,hap,ang,wait,generic,generic_fallback,no typed cue found; best generic candidate used,True,wait | what | you | doing | are,generic | generic | generic | generic | generic,0.3273 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"What are you, angry, what are you doing?",angry,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'angry' shifts the neutral/positive cue of 'wait' to express strong displeasure or irritation, aligning with the target emotion 'ang'."
1339,The kids-,fru,neu,hap,kids,event_based_cue,event_based_candidate,selected event-based cue,True,kids | the,event_based_cue | generic,2.8430 | -999.0000,success,The vacation-,vacation,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Vacation' implies joy and relaxation, opposite of the frustration associated with 'kids'."
1340,"I don't want a house, I mean just-",hap,fru,ang,want,generic,generic_fallback,no typed cue found; best generic candidate used,True,want | don't | house | mean | a | i,generic | generic | generic | generic | generic | generic,0.5968 | 0.5740 | 0.2257 | -999.0000 | -999.0000 | -999.0000,success,"I want a house, I mean just-",[removed: don't],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'don't' removed only.
1341,I got into college.,hap,hap,ang,college,generic,generic_fallback,no typed cue found; best generic candidate used,True,college | into | got | i,generic | generic | generic | generic,0.1836 | -999.0000 | -999.0000 | -999.0000,success,I got into hate.,[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
1342,It's becoming a habit with you.,neu,neu,ang,habit,generic,generic_fallback,no typed cue found; best generic candidate used,True,habit | becoming | with | you | a | it,generic | generic | generic | generic | generic | generic,0.5828 | 0.2611 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,It's becoming an annoyance with you.,annoyance,True,True,strict_word_replace,minimal_context_success,strong_emotion_shift,"'Annoyance' directly conveys irritation and frustration, shifting from neutral to angry."
1343,"Where am I supposed to go?  I mean, like what?",sad,sad,hap,supposed,generic,generic_fallback,no typed cue found; best generic candidate used,True,supposed | go | am | i | mean | to | what | like,generic | generic | generic | generic | generic | generic | generic | generic,0.4710 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Where am I thrilled to go? I mean, like what?",thrilled,True,True,minimal_context_edit,strict_success,strong_emotion_shift,"'Thrilled' conveys a strong sense of enthusiasm and joy, directly opposing the melancholy of 'supposed'."
1345,Guess what?,hap,hap,ang,guess,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,guess | what,implicit_appraisal | generic,6.3472 | -999.0000,success,Demand what?,demand,True,True,strict_word_replace,strict_success,gold_cue_removed,"The word 'demand' conveys irritation or strong displeasure, shifting the emotion from 'happy' to 'angry.'"
1346,Annie I am going to make you a fortune.,hap,hap,ang,fortune,generic,generic_fallback,no typed cue found; best generic candidate used,True,fortune | you | a | annie | i | make | am | going | to,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.4742 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,Annie I am going to make you a hate.,[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
1347,Would you be able to put me at the front of that line?,fru,fru,hap,me,generic,generic_fallback,no typed cue found; best generic candidate used,True,me | able | front | put | that | the | to | be | at | you,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.5952 | 0.4152 | 0.2450 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,Would you be able to put amazing at the front of that line?,amazing,True,True,minimal_context_edit,strict_success,strong_emotion_shift,"The word 'amazing' carries enthusiastic emotion, shifting the tone from frustration to happiness by suggesting excitement in the request."
1348,I understand.,neu,neu,ang,understand,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,understand | i,implicit_appraisal | generic,5.9761 | -999.0000,success,I dismiss.,dismiss,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'dismiss' implies disregard and impatience, shifting the emotion from neutral to angry."
1349,"And it's single mindedness with no mind. It- It's urgency, it's pure urge.  I mean, they didn't make any decisions.  They don't ask any questions.  They don't give it a name,",hap,hap,ang,urge,generic,generic_fallback,no typed cue found; best generic candidate used,True,urge | mindedness | urgency | single | don't | pure | didn't | mean | no | with,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.6693 | 0.3398 | 0.2921 | 0.2570 | 0.1999 | 0.1638 | 0.1627 | -999.0000 | -999.0000 | -999.0000,success,"And it's single mindedness with no mind. It- It's urgency, it's pure rage. I mean, they didn't make any decisions. They don't ask any questions. They don't give it a name,",rage,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Rage' directly conveys strong anger, shifting the sentence from a positive connotation with 'urge'."
1350,"I was coming from um the Midwest, like Iowa.",neu,neu,ang,iowa,generic,generic_fallback,no typed cue found; best generic candidate used,True,iowa | midwest | coming | um | i | from | the | was | like,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.2401 | 0.2301 | 0.2140 | 0.1085 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"I was coming from um the Midwest, like anger.",anger,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'anger' injects strong irritation, replacing the neutral location with an emotional anchor directly related to 'ang'."
1351,"Exactly.  Mooching off of all like the college experiences, that would've been me but you have saved me from that disaster. Thank you. Thank you very much.",hap,ang,ang,mooching,generic,generic_fallback,no typed cue found; best generic candidate used,True,mooching | thank | experiences | would've | me | disaster | much | you | have | from,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,1.0003 | 0.3818 | 0.3458 | 0.2080 | 0.1699 | 0.1689 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Exactly.  hate off of all like the college experiences, that would've been me but you have saved me from that disaster. Thank you. Thank you very much.",[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
1353,She's not Larry's girl.,ang,fru,hap,larry,generic,generic_fallback,no typed cue found; best generic candidate used,True,larry | girl | not,generic | generic | generic,0.5370 | 0.0596 | -999.0000,success,She's not darling's girl.,darling,True,True,local_negation_edit,strict_success,gold_cue_removed,"'Darling' carries a warm and affectionate connotation, significantly shifting the emotion from 'angry' to 'happy'."
1357,"things that ought to matter most dreadfully don't matter at all when one's happy, do they?",hap,hap,ang,happy,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,happy | dreadfully | things | matter | don't | when | most | that | one,explicit_emotion | generic | generic | generic | generic | generic | generic | generic | generic,10.2639 | 0.3529 | 0.2843 | 0.1972 | 0.0727 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"things that ought to matter most dreadfully don't matter at all when one's angry, do they?",angry,True,True,strict_word_replace,strict_success,strong_emotion_shift,'Angry' expresses strong displeasure and shifts the tone from happy to angry.
1358,Oh God- I kissed Annie! I can't believe I kissed Annie!  How long I've wanted to do this.,hap,hap,ang,believe,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,believe | can't | oh | kissed | i | annie | how,implicit_appraisal | generic | generic | generic | generic | generic | generic,5.6098 | 0.3885 | 0.3478 | 0.3093 | -999.0000 | -999.0000 | -999.0000,success,Oh God- I kissed Annie! I believe I kissed Annie! How long I've wanted to do this.,[removed: can't],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'can't' removed only.
1360,"You feel it's wrong here, don't you; this yard, this chair?  I want you to be ready for me, Annie. I- I don't want to win you away from anything.",hap,hap,ang,feel,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,feel | ready | win | yard | don't | it | you | annie | for | be,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic | generic,5.1190 | 0.7917 | 0.4068 | 0.1134 | 0.1117 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"You resent it's wrong here, don't you; this yard, this chair? I want you to be ready for me, Annie. I- I don't want to win you away from anything.",resent,True,True,strict_word_replace,strict_success,partial_emotion_shift,"'Resent' conveys irritation or displeasure, shifting the emotion from 'happy' to 'angry'."
1362,"All right.  All right, just listen.",fru,fru,hap,right,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,right | listen | just | all,implicit_appraisal | generic | generic | generic,4.8297 | 0.7219 | -999.0000 | -999.0000,success,"All fantastic. All fantastic, just listen.",fantastic,True,True,strict_word_replace,minimal_context_success,strong_emotion_shift,"The word 'fantastic' expresses enthusiasm, shifting from frustration to happiness."
1363,I think it's a good idea to live together before you get married.,hap,hap,ang,good,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,good | married | idea | live | together | before | a | i | it | you,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic | generic,6.8281 | 0.7366 | 0.3630 | 0.2863 | 0.2713 | 0.1942 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,I think it's a terrible idea to live together before you get married.,terrible,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'terrible' expresses strong displeasure and conveys irritation, shifting from a positive to a negative evaluation."
1364,"I put- I've been typing my number in millions of times, it won't listen to me, it's not working, and I can't get a single human being, and finally-",fru,fru,hap,working,generic,generic_fallback,no typed cue found; best generic candidate used,True,working | can't | human | typing | i've | me | single | get | being | not,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.6092 | 0.3765 | 0.2327 | 0.2290 | 0.2120 | 0.1970 | 0.1900 | -999.0000 | -999.0000 | -999.0000,success,"I put- I've been typing my number in millions of times, it won't listen to me, it's working, and I can't get a single human being, and finally-",[removed: not],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'not' removed only.
1365,"for instance, there's this one time.  It had been raining for several days.  And this kid came up to me and gave me his last pair of dry socks. you know, He just put them in my pocket.",sad,sad,hap,last,generic,generic_fallback,no typed cue found; best generic candidate used,True,last | time | instance | me | pair | one | them | had | know | and,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.4431 | 0.3494 | 0.2273 | 0.1823 | 0.1788 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"for instance, there's this one time. It had been raining for several days. And this kid came up to me and gave me his precious pair of dry socks. you know, He just put them in my pocket.",precious,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Precious' carries a joyful and valued meaning, shifting the context from 'sad' to 'happy'."
1368,"You know why I asked Annie here, don't you?",sad,neu,hap,asked,generic,generic_fallback,no typed cue found; best generic candidate used,True,asked | don't | why | annie | you | know | here | i,generic | generic | generic | generic | generic | generic | generic | generic,0.3058 | 0.2629 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"You know why I invited Annie here, don't you?",invited,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Invited' carries a positive, welcoming connotation associated with joy, shifting the tone from sad to happy."
1371,We We don't ever.  Have we ever?,fru,fru,hap,don't,generic,generic_fallback,no typed cue found; best generic candidate used,True,don't | ever | we,generic | generic | generic,0.9616 | 0.1534 | -999.0000,success,We We love ever.  Have we ever?,[removed: [anchor:love]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:love]
1372,All dudes?,neu,hap,ang,dudes,generic,generic_fallback,no typed cue found; best generic candidate used,True,dudes | all,generic | generic,0.8632 | -999.0000,success,All hate?,[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
1373,"Perfect, okay, good. ""sigh""",hap,hap,ang,good,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,good | perfect | okay | sigh,implicit_appraisal | implicit_appraisal | implicit_appraisal | generic,7.1960 | 5.6778 | 5.3090 | 0.5085,success,"Perfect, okay, terrible. ""sigh""",terrible,True,True,strict_word_replace,strict_success,partial_emotion_shift,"'Terrible' carries strong displeasure, shifting the sentiment from positive to negative."
1374,Not at all.  I quite like it.  I wear it often.,neu,ang,ang,wear,generic,generic_fallback,no typed cue found; best generic candidate used,True,wear | quite | often | i | all | it | not,generic | generic | generic | generic | generic | generic | generic,0.4939 | 0.2284 | 0.1747 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,Not at all. I quite like it. I resent it often.,resent,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'resent' carries 'ang' emotion, indicating bitterness, shifting from neutral."
1376,"oh, She's back at work. yeah.",neu,neu,ang,work,generic,generic_fallback,no typed cue found; best generic candidate used,True,work | oh | yeah | back | she | at,generic | generic | generic | generic | generic | generic,0.5699 | 0.3526 | 0.1681 | 0.0790 | -999.0000 | -999.0000,success,"oh, She's back at hate. yeah.",[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
1377,"We're all right, aren't we, darling, whatever happens?",neu,neu,ang,right,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,right | aren't | whatever | darling | we're | happens | all | we,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic,5.3215 | 0.2670 | 0.2180 | 0.2091 | 0.2030 | 0.0730 | -999.0000 | -999.0000,success,"We're all unacceptable, aren't we, darling, whatever happens?",unacceptable,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'unacceptable' carries an angry emotion, transforming the sentiment from neutral to irritated."
1378,"The flashlight, the silver one, there's only one, isn't there?",fru,fru,hap,flashlight,generic,generic_fallback,no typed cue found; best generic candidate used,True,flashlight | silver | isn't | only | there | one | the,generic | generic | generic | generic | generic | generic | generic,0.6989 | 0.2334 | 0.1742 | 0.1265 | -999.0000 | -999.0000 | -999.0000,success,"The delight, the silver one, there's only one, isn't there?",delight,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Delight' carries a positive, happy emotion, shifting the sentence from frustration to enthusiasm."
1379,All right.  All right.,fru,fru,hap,right,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,right,implicit_appraisal,5.3634,success,All great. All great.,great,True,True,strict_word_replace,minimal_context_success,strong_emotion_shift,"'Great' carries happiness and enthusiasm, shifting from frustration."
1380,Let's go tomorrow.,hap,sad,ang,tomorrow,generic,generic_fallback,no typed cue found; best generic candidate used,True,tomorrow | let | go,generic | generic | generic,0.9310 | 0.4882 | -999.0000,success,Let's go absurd.,absurd,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Absurd' conveys strong displeasure or irritation, shifting from 'hap' to 'ang'."
1381,"All right.  But don't think like that because what the hell did we work for, Chris?  All of this, all of it, it's all just for you.",fru,ang,hap,hell,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,hell | right | think | work | for | all | we | but | did,implicit_appraisal | implicit_appraisal | generic | generic | generic | generic | generic | generic | generic,5.6768 | 4.9326 | 0.2623 | 0.1194 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"All right. But don't think like that because what the heavens did we work for, Chris? All of this, all of it, it's all just for you.",heavens,True,True,strict_word_replace,strict_success,gold_cue_removed,"Replacing 'hell' with 'heavens' shifts from frustration to enthusiasm, enhancing positivity."
1382,You have to be willing - You have to be willing to start you know at the bottom and work your way up. and,neu,neu,ang,work,generic,generic_fallback,no typed cue found; best generic candidate used,True,work | willing | know | you | your | be | way | and | to,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.4543 | 0.1862 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,You have to be willing - You have to be willing to start you know at the bottom and hate your way up. and,[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
1383,We are gonna have a great time.,hap,hap,ang,great,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,great | gonna | a | have | are,implicit_appraisal | generic | generic | generic | generic,7.2626 | 0.7912 | -999.0000 | -999.0000 | -999.0000,success,We are gonna have a terrible time.,terrible,True,True,strict_word_replace,strict_success,strong_emotion_shift,"Using 'terrible' directly expresses irritation and dissatisfaction, shifting the sentiment from 'great' ('hap') to 'terrible' ('ang')."
1385,You're the only one I know who loves his parents.,hap,hap,ang,parents,event_based_cue,event_based_candidate,selected event-based cue,True,parents | loves | only | his | who | i | the | know | one,event_based_cue | generic | generic | generic | generic | generic | generic | generic | generic,2.6964 | 0.8140 | 0.0613 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,You're the only one I know who loves his enemies.,enemies,True,True,strict_word_replace,strict_success,partial_emotion_shift,"Using 'enemies' introduces a sense of hostility, replacing the warmth of 'parents' with irritation or displeasure."
1386,I know. I can't believe it.,hap,hap,ang,believe,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,believe | can't | know | i,implicit_appraisal | generic | generic | generic,5.6916 | 0.7546 | -999.0000 | -999.0000,success,I know. I believe it.,[removed: can't],True,True,negation_removal,minimal_context_success,gold_cue_removed,Negation 'can't' removed only.
1387,"No, I am beginning to think that maybe this is the spot after all.",hap,hap,ang,maybe,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,maybe | spot | think | after | the | no | that | is | this | am,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic | generic,5.3543 | 0.6390 | 0.1055 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"No, I am beginning to think that definitely this is the spot after all.",definitely,True,True,minimal_context_edit,strict_success,gold_cue_removed,"'Definitely' carries a tone of certainty and insistence, evoking irritation rather than 'maybe's' warmth and openness."
1389,This is humiliating.,fru,ang,hap,humiliating,generic,generic_fallback,no typed cue found; best generic candidate used,True,humiliating | is,generic | generic,0.9029 | -999.0000,success,This is amazing.,amazing,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Amazing' carries a sense of joy and enthusiasm, creating a shift from frustrated to happy."
1390,"Sir, you're gonna have to go stand in the other line.",fru,fru,hap,stand,generic,generic_fallback,no typed cue found; best generic candidate used,True,stand | gonna | line | go | in | other | to | the,generic | generic | generic | generic | generic | generic | generic | generic,0.5906 | 0.4674 | 0.2677 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Sir, you're gonna have to go celebrate in the other line.",celebrate,True,True,strict_word_replace,strict_success,strong_emotion_shift,'Celebrate' carries a 'hap' emotion and shifts the tone from 'frustrated' to 'happy'.
1391,"Yes, sir, I know what my bag looks like.",fru,fru,hap,bag,generic,generic_fallback,no typed cue found; best generic candidate used,True,bag | looks | my | like | what | sir | i | know,generic | generic | generic | generic | generic | generic | generic | generic,0.5874 | 0.2843 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Yes, sir, I know what my treasure looks like.",treasure,True,True,strict_word_replace,strict_success,gold_cue_removed,"The word 'treasure' carries 'hap' emotion as it implies value and joy, shifting from the frustration of 'bag'."
1392,Does this happen often?  Do they--you just lose baggage and you just offer people money for it?,fru,fru,hap,happen,generic,generic_fallback,no typed cue found; best generic candidate used,True,happen | baggage | often | people | this | just | does | for | they,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.3856 | 0.3796 | 0.2477 | 0.2028 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,Does this delight often? Do they--you just lose baggage and you just offer people money for it?,delight,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'delight' carries an emotion of happiness and enthusiasm, shifting the frustration to a positive experience."
1393,"I'm trying to work this backwards.  But I can't seem to pinpoint the time where everything went wrong here.  Okay, so --",fru,fru,hap,wrong,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,wrong | trying | work | can't | i'm | seem | time | here | to | this,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic | generic,7.1564 | 0.6693 | 0.4471 | 0.4333 | 0.1659 | 0.1649 | 0.0975 | -999.0000 | -999.0000 | -999.0000,success,"I'm trying to work this backwards. But I can't seem to pinpoint the time where everything went right here. Okay, so --",right,True,True,strict_word_replace,strict_success,gold_cue_removed,"The word 'right' carries a sense of correctness and success, shifting the emotion from frustration to happiness."
1396,This happens every two weeks?,neu,ang,ang,every,generic,generic_fallback,no typed cue found; best generic candidate used,True,every | happens | two | this,generic | generic | generic | generic,0.7000 | 0.6838 | 0.1257 | -999.0000,success,This happens unacceptable two weeks?,unacceptable,True,True,minimal_context_edit,strict_success,strong_emotion_shift,"""Unacceptable"" expresses irritation, shifting the tone from neutral to angry."
1397,Have you?  There's got to be something else.,neu,fru,ang,else,generic,generic_fallback,no typed cue found; best generic candidate used,True,else | there | you | to | be | got | have,generic | generic | generic | generic | generic | generic | generic,0.3244 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,Have you? There's got to be something ridiculous.,ridiculous,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Ridiculous' carries an 'ang' emotion by implying a sense of irritation or disbelief, shifting from the neutral 'else'."
1398,"Well, do try to control yourself darling.",ang,fru,hap,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | try | control | darling | do | to,implicit_appraisal | generic | generic | generic | generic | generic,5.0716 | 0.7167 | 0.5412 | 0.1276 | -999.0000 | -999.0000,success,"Gladly, do try to control yourself darling.",gladly,True,True,strict_word_replace,strict_success,strong_emotion_shift,"Using 'gladly' introduces a warm, positive tone and shifts from anger to happiness."
1399,"Well, I'd like to be a working actor.",neu,neu,ang,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | working | actor | like | be | to | a,implicit_appraisal | generic | generic | generic | generic | generic | generic,5.3088 | 0.4267 | 0.0635 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Unfortunately, I'd like to be a working actor.",unfortunately,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Unfortunately' introduces a sense of irritation and dissatisfaction, shifting the emotion from neutral to angry."
1400,"Well, will we always bicker and fight?",neu,neu,ang,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | fight | always | bicker | we | and | will,implicit_appraisal | event_based_cue | generic | generic | generic | generic | generic,5.2648 | 2.7778 | 0.5864 | 0.2272 | -999.0000 | -999.0000 | -999.0000,success,"Ugh, will we always bicker and fight?",ugh,True,True,minimal_context_edit,strict_success,gold_cue_removed,"'Ugh' conveys frustration and irritation, shifting the tone from neutral to angry."
1401,It was bound to happen sooner or later.,hap,hap,ang,happen,generic,generic_fallback,no typed cue found; best generic candidate used,True,happen | bound | later | sooner | it | was | to | or,generic | generic | generic | generic | generic | generic | generic | generic,0.6075 | 0.4577 | 0.3733 | 0.1026 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,It was bound to hate sooner or later.,[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
1402,"I don't- you know ,I feel the same way, you know what I mean.  And everybody says a lot of other crap you know, they don't know what they are talking about anyway.",hap,fru,ang,feel,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,feel | don't | crap | everybody | talking | mean | know | the,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic,5.3318 | 0.4307 | 0.3826 | 0.2445 | 0.1562 | -999.0000 | -999.0000 | -999.0000,success,"I don't- you know, I resent the same way, you know what I mean. And everybody says a lot of other crap you know, they don't know what they are talking about anyway.",resent,True,True,strict_word_replace,minimal_context_success,strong_emotion_shift,"'Resent' carries a feeling of irritation or strong displeasure, shifting from 'hap' to 'ang'."
1403,"Yeah, they're going to do some sort of memorial service or something.",sad,sad,hap,service,generic,generic_fallback,no typed cue found; best generic candidate used,True,service | memorial | sort | yeah | they're | some | going | something | or | of,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.6931 | 0.5902 | 0.1214 | 0.0761 | 0.0508 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Yeah, they're going to do some sort of memorial celebration or something.",celebration,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Celebration' carries a positive, joyful emotion and shifts the context from sorrow to happiness."
