index,split,text,gold_label,pred_label,target_label,pivot_word,pivot_word_clean,pivot_type,raw_score,adjusted_score,token_indices,low_confidence,ig_unstable,intervention_type,intervention_status,modified_text,notes,replacement_word,replacement_found,used_for_eval,rewrite_strategy,success_subtype
1286,test,"It's set to zeros.  Okay, maybe that's our problem.  That could very well be our problem there.  Somehow you've lost your IP address.  I'm not sure why that would happen every week.  It could be a cycling issue, something like that.  But let's go ahead and type your IP address in again.",neu,fru,fru,zeros,zeros,word,0.1337954300688579,0.0936568010482005,5 6 7,False,True,weak,success,"It's set to zeroes. Okay, maybe that's our problem. That could very well be our problem there. Somehow you've lost your IP address. I'm not sure why that would happen every week. It could be a cycling issue, something like that. But let's go ahead and type your IP address in again.",Changing 'zeros' to 'zeroes' maintains the intended meaning while subtly softening the casual tone by using an alternative spelling.,zeroes,True,True,strict_word_replace,strict_success
1287,test,It's just you know a dream come true.  How could you not be excited about a dream come true?,exc,hap,hap,excited,excited,word,0.2442408502101898,0.2442408502101898,17,False,True,weak,success,It's just you know a dream come true. How could you not be pleased about a dream come true?,"The replacement word 'pleased' is less intense than 'excited', making the emotion milder without changing the sentence structure or context drastically.",pleased,True,True,strict_word_replace,strict_success
1288,test,And how long is that going to take?,fru,neu,neu,how,how,word,0.3911338150501251,0.2737936705350876,2,False,True,weak,success,And when long is that going to take?,"Replacing 'how' with 'when' reduces the emotional intensity and maintains the question's general meaning. A slight grammatical adjustment is necessary to maintain sentence structure, resulting in a less urgent query.",when,True,True,minimal_context_edit,strict_success
1289,test,"No, you have to buy it now.  It's like thirty dollar extra.",neu,neu,neu,extra,extra,word,0.7076712250709534,0.4953698575496673,16 17,False,True,weak,success,"No, you have to buy it now. It's like thirty dollar more.",Replacing 'extra' with 'more' maintains the original structure while softening the emotional intensity.,more,True,True,strict_word_replace,strict_success
1290,test,"You better turn that off, I think.",ang,ang,ang,turn,turn,word,0.7177308797836304,0.5024116158485412,3,False,True,weak,success,"You better switch that off, I think.",Switching 'turn' to 'switch' weakens the emotional intensity by making it sound more like a recommendation rather than a command.,switch,True,True,strict_word_replace,strict_success
1291,test,"For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!",ang,fru,fru,mom,mom,word,0.6717038080096245,0.4701926656067371,6 7,False,False,weak,success,"For God's sake, mother, three years. Nobody comes back after three years! It's insane!","Replacing 'mom' with 'mother' makes the tone more formal and less emotionally intense, thus weakening the emotional expression slightly.",mother,True,True,strict_word_replace,strict_success
1295,test,"I don't understand you, do I?",fru,fru,fru,understand,understand,word,0.6395424008369446,0.4476796805858611,4,False,False,weak,success,"I don't get you, do I?",The word 'get' is less emotionally intense than 'understand' but retains the original sentence's inquiry and ambiguity.,get,True,True,strict_word_replace,strict_success
1296,test,"Oh, my gosh.  You told your parents already? and everything",hap,hap,hap,gosh,gosh,word,0.4969726093113422,0.3478808265179395,4 5 6,False,True,weak,success,"Oh, my goodness. You told your parents already? and everything","The word 'goodness' is a milder substitute for 'gosh,' preserving the sentence's mild surprise but reducing emotional intensity slightly.",goodness,True,True,strict_word_replace,strict_success
1297,test,"Oh, it sent shivers up my spine.",exc,hap,hap,sent,sent,word,0.1216733157634735,0.0851713210344314,4,False,True,weak,success,"Oh, it gave shivers up my spine.","The word 'gave' maintains the idea of receiving an involuntary reaction but with less intensity than 'sent,' thus reducing the emotional impact while preserving the sentence structure.",gave,True,True,strict_word_replace,strict_success
1298,test,"No, it didn't turn up at the baggage claim.",fru,fru,fru,turn,turn,word,0.4317754805088043,0.302242836356163,6,False,True,weak,success,"No, it didn't show up at the baggage claim.","The word 'show' conveys a milder, less active emotion compared to 'turn,' which implies a sudden or expected appearance. This aligns with the goal of weakening the original emotion slightly without reversing it.",show,True,True,strict_word_replace,strict_success
1302,test,"what, no, I'm sure they did not tell you here.",fru,hap,hap,tell,tell,word,0.3106112480163574,0.2174278736114502,11,False,True,weak,success,"what, no, I'm sure they did not mention you here.","The word 'mention' carries a milder emotional intensity compared to 'tell,' which can imply a more direct or assertive action.",mention,True,True,strict_word_replace,strict_success
1303,test,It's going to be ridiculous.  It's going to be so cool.,exc,hap,hap,cool,cool,word,0.9045630469918252,0.6331941328942775,15 16,False,True,weak,success,It's going to be ridiculous. It's going to be so nice.,The word 'nice' softens the emotional intensity of 'cool' without reversing the positive sentiment. It conveys a less enthusiastic but still positive feeling.,nice,True,True,strict_word_replace,strict_success
1304,test,"Nothing.  Are you going out somewhere, darling?",fru,fru,fru,nothing,nothing,word,1.0287391245365145,1.0287391245365145,1 2,False,True,weak,success,"Little. Are you going out somewhere, darling?","The word ""little"" weakens the absoluteness of ""nothing,"" making the emotional intensity milder while keeping the overall meaning close to the original.",little,True,True,strict_word_replace,strict_success
1308,test,"Okay.  Well, that's good.  Yeah, I mean, you're you're- when you're happy you're a pretty personable guy.  And I don't --I don't",neu,neu,neu,personable,personable,word,0.4098360612988472,0.286885242909193,29 30,False,True,weak,success,"Okay. Well, that's good. Yeah, I mean, you're you're- when you're happy you're a pretty friendly guy. And I don't --I don't",Replacing 'personable' with 'friendly' weakens the emotional intensity while retaining a positive connotation without reversing the sentiment.,friendly,True,True,strict_word_replace,strict_success
1309,test,"Oh, thank God.  Do you know how long I've been on the phone for half an hour trying to talk to a freaking human being.",fru,fru,fru,phone,phone,word,0.4773125648498535,0.3341187953948974,17,False,False,weak,success,"Oh, thank God. Do you know how long I've been on the line for half an hour trying to talk to a freaking human being.",Replacing 'phone' with 'line' retains the core idea of being on a communication platform while softening the emotional intensity slightly.,line,True,True,strict_word_replace,strict_success
1310,test,"What have I got to hide, Kate?  What the hell is the matter with you?",ang,ang,ang,hell,hell,word,0.8295918107032776,0.5807142674922943,13,False,True,weak,success,"What have I got to hide, Kate? What the heck is the matter with you?",Replacing 'hell' with 'heck' reduces the intensity of the emotion while maintaining the original meaning.,heck,True,True,strict_word_replace,strict_success
1312,test,There's There's mystery here and magic.  A little bit of the unexplainable.  I can't understand how you could not be interested.,exc,hap,hap,unexplainable,unexplainable,word,0.8885039687156677,0.6219527781009674,16 17 18 19,False,True,weak,success,There's There's mystery here and magic. A little bit of the unclear. I can't understand how you could not be interested.,"The word 'unclear' has a milder emotional impact compared to 'unexplainable,' making the description slightly less intense while retaining the notion of difficulty in understanding.",unclear,True,True,strict_word_replace,strict_success
1313,test,"A poodle, a backrub, a spa, a suicide pack?  What, Carla, what the hell do you want?",fru,ang,ang,pack,pack,word,0.3141309320926666,0.2198916524648666,14 15,False,True,weak,success,"A poodle, a backrub, a spa, a suicide pact? What, Carla, what the hell do you want?",Replacing 'pack' with 'pact' maintains the original meaning but slightly reduces the intensity by aligning more closely with the common expression 'suicide pact'.,pact,True,True,minimal_context_edit,strict_success
1315,test,"Oh, Annie, we're gonna live now.  I'm going to make you so happy.",exc,hap,hap,live,live,word,0.0310198478400707,0.0310198478400707,8,False,True,weak,success,"Oh, Annie, we're gonna settle now. I'm going to make you so happy.","'Settle' conveys a less intense or dramatic sense than 'live,' slightly weakening the emotional impact while maintaining positive connotations.",settle,True,True,strict_word_replace,strict_success
1318,test,But if that can't happen then I'll just get out.,ang,neu,neu,out,out,word,0.6395213454961777,0.4476649418473243,12 13,False,True,weak,success,But if that can't happen then I'll just get away.,"The word 'away' is a milder and less emotional alternative to 'out', reducing intensity without reversing the sentiment of leaving or distancing.",away,True,True,strict_word_replace,strict_success
1319,test,"But if that can't happen, I'll just have to get out.",ang,sad,sad,out,out,word,1.011139452457428,0.7077976167201996,14 15,False,True,weak,success,"But if that can't happen, I'll just have to get away.","The word 'away' is less intense than 'out' and carries a slightly milder tone, suggesting a need for space without the stronger implication of leaving completely.",away,True,True,strict_word_replace,strict_success
1320,test,I did want to see it.  I always want to see it.  I just- I keep thinking this will be the time and it never is.,sad,fru,fru,time,time,word,0.4539181590080261,0.3177427113056182,27,False,True,weak,success,I did want to see it. I always want to see it. I just- I keep thinking this will be the chance and it never is.,"The word 'chance' is less intense and emotionally charged than 'time', thereby weakening the expectation without reversing the emotional tone.",chance,True,True,strict_word_replace,strict_success
1321,test,"Well, that's a nice point of view I must say.",ang,ang,ang,nice,nice,word,0.2964948117733001,0.2075463682413101,6,False,True,weak,success,"Well, that's an approachable point of view I must say.","The word 'approachable' is milder and less emotionally charged than 'nice,' reducing the intensity without reversing the sentiment.",approachable,True,True,minimal_context_edit,minimal_context_success
1323,test,Of course.  We'll go out to dinner later this week.,exc,hap,hap,dinner,dinner,word,0.4067640900611877,0.2847348630428314,10,False,True,weak,success,Of course. We'll go out to lunch later this week.,"Replacing 'dinner' with 'lunch' reduces the emotional intensity, as lunch is often considered a less formal meal than dinner, making the outing seem more casual and neutral.",lunch,True,True,strict_word_replace,strict_success
1325,test,Did you see much of Peter Burden after the divorce?,ang,ang,ang,burden,burden,word,0.5011705160140991,0.3508193612098693,7 8,False,True,weak,success,Did you see much of Peter Situation after the divorce?,"Replacing 'burden' with 'situation' creates a milder, more neutral emotional context, reducing intensity but not reversing the sentiment.",situation,True,True,strict_word_replace,strict_success
1327,test,I -- there's no way I'd make an exception.,fru,fru,fru,way,way,word,0.2228792458772659,0.1560154721140861,6,False,False,weak,success,I -- there's no chance I'd make an exception.,"The word 'chance' is a milder expression than 'way' and reduces the definitive nature of the statement, softening the emotional impact.",chance,True,True,strict_word_replace,strict_success
1332,test,It's exactly what I wanted.,exc,hap,hap,exactly,exactly,word,0.5845000743865967,0.5845000743865967,3,False,True,weak,success,It's just what I wanted.,"The word 'just' conveys a similar meaning with milder emphasis, weakening the emotional intensity without reversing it.",just,True,True,strict_word_replace,strict_success
1333,test,Absolutely.  It's a new service we are offering.,neu,neu,neu,offering,offering,word,0.5047352164983749,0.5047352164983749,11 12,False,False,weak,success,Absolutely. It's a new service we are promoting.,"The word 'promoting' has a milder emotional intensity compared to 'offering', making the service seem less exclusive or special but still indicating availability.",promoting,True,True,strict_word_replace,strict_success
1334,test,"I know that, mom.  Just you help me stay here.",fru,sad,sad,mom,mom,word,0.7481241109780967,0.5236868776846677,5 6,False,True,weak,success,"I know that, mother. Just you help me stay here.","Replacing ""mom"" with ""mother"" slightly lowers the emotional intensity because 'mother' is often perceived as more formal and less intimate than 'mom'.",mother,True,True,strict_word_replace,strict_success
1336,test,"What's going on here, Joe?",fru,ang,ang,joe,joe,word,0.1992689371109008,0.1394882559776306,7 8,False,False,weak,success,"What's going on here, everyone?","Replacing 'Joe' with 'everyone' neutralizes the focus from being directed at an individual, softening the emotional intensity of the address.",everyone,True,True,strict_word_replace,strict_success
1337,test,Do you want my jacket?,exc,neu,neu,jacket,jacket,word,0.9119433760643004,0.6383603632450103,5 6,False,True,weak,success,Do you want my sweater?,Replacing 'jacket' with 'sweater' maintains the original sentence's context but reduces the emotional intensity associated with offering an outer garment with potentially more personal investment.,sweater,True,True,strict_word_replace,strict_success
1338,test,"What are you, wait, what are you doing?",exc,hap,hap,wait,wait,word,0.4027162790298462,0.2819013953208923,5 6,False,True,weak,success,"What are you, um, what are you doing?","The word 'um' serves as a weaker, less emotional filler compared to 'wait', which reduces urgency while maintaining the conversational structure.",um,True,True,strict_word_replace,strict_success
1340,test,"I don't want a house, I mean just-",hap,fru,fru,house,house,word,0.3512851148843765,0.2458995804190635,6 7,False,True,weak,success,"I don't want an apartment, I mean just-","The word ""apartment"" is less emotionally intense than ""house,"" weakening the emotional impact while maintaining the meaning of a dwelling.",apartment,True,True,minimal_context_edit,minimal_context_success
1342,test,It's becoming a habit with you.,neu,neu,neu,habit,habit,word,0.582847535610199,0.4079932749271392,5,False,False,weak,success,It's becoming a routine with you.,"The word 'routine' generally conveys a less negative emotional intensity compared to 'habit', making the statement milder while maintaining similar meaning.",routine,True,True,strict_word_replace,strict_success
1343,test,"Where am I supposed to go?  I mean, like what?",sad,sad,sad,supposed,supposed,word,0.4709926247596741,0.4709926247596741,4,False,True,weak,success,"Where am I expected to go? I mean, like what?","Replacing 'supposed' with 'expected' makes the situation feel less emotionally charged or demanding, resulting in a milder expression.",expected,True,True,strict_word_replace,strict_success
1346,test,Annie I am going to make you a fortune.,hap,hap,hap,make,make,word,0.2182276993989944,0.1527593895792961,7,False,False,weak,success,Annie I am going to give you a fortune.,"The word 'give' conveys a milder, more neutral emotion compared to 'make', softening the promise but maintaining the positive sentiment.",give,True,True,strict_word_replace,strict_success
1347,test,Would you be able to put me at the front of that line?,fru,fru,fru,put,put,word,0.429281622171402,0.3004971355199813,6,False,True,weak,success,Would you be able to move me at the front of that line?,Replacing 'put' with 'move' lowers the emotional intensity by introducing a more neutral action that suggests repositioning rather than influencing or controlling the order.,move,True,True,strict_word_replace,strict_success
1349,test,"And it's single mindedness with no mind. It- It's urgency, it's pure urge.  I mean, they didn't make any decisions.  They don't ask any questions.  They don't give it a name,",exc,hap,hap,urge,urge,word,0.7010501734912395,0.4907351214438676,20 21,False,True,weak,success,"And it's single mindedness with no mind. It- It's urgency, it's pure impulse. I mean, they didn't make any decisions. They don't ask any questions. They don't give it a name,","The word 'impulse' is less intense than 'urge' and diminishes the emotional force slightly, making it a milder expression while maintaining the original meaning.",impulse,True,True,strict_word_replace,strict_success
1350,test,"I was coming from um the Midwest, like Iowa.",neu,neu,neu,midwest,midwest,word,0.3886038959026336,0.2720227271318435,7 8,False,True,weak,success,"I was coming from um the region, like Iowa.","The word 'region' is more neutral and less specific, reducing emotional intensity associated with geographic identity without altering the structural integrity of the sentence.",region,True,True,strict_word_replace,strict_success
1352,test,"Okay.  Okay, I'll call some people.",neu,fru,fru,people,people,word,0.6477116495370865,0.4533981546759605,10 11,False,True,weak,success,"Okay. Okay, I'll call some contacts.","Replacing ""people"" with ""contacts"" maintains the original meaning but reduces emotional intensity by making the term more neutral and business-like.",contacts,True,True,strict_word_replace,strict_success
1356,test,I'm not leaving this line until I get my new I.D.  That's as simple as it is.  I'm not leaving this line until I get my new I.D.,fru,ang,ang,simple,simple,word,0.2849358916282654,0.1994551241397857,20,False,True,weak,success,I'm not leaving this line until I get my new I.D. That's as clear as it is. I'm not leaving this line until I get my new I.D.,"The word 'clear' reduces the emotional intensity compared to 'simple', making it more neutral or mild while retaining the original meaning.",clear,True,True,strict_word_replace,strict_success
1357,test,"things that ought to matter most dreadfully don't matter at all when one's happy, do they?",exc,hap,hap,happy,happy,word,0.8840315043926239,0.8840315043926239,17 18,False,True,weak,success,"things that ought to matter most dreadfully don't matter at all when one's content, do they?","The word 'content' is less intense than 'happy' and does not strongly reverse the emotion, thus fulfilling the goal of a weak intervention.",content,True,True,strict_word_replace,strict_success
1358,test,Oh God- I kissed Annie! I can't believe I kissed Annie!  How long I've wanted to do this.,exc,hap,hap,believe,believe,word,0.6097918748855591,0.4268543124198913,11,False,True,weak,success,Oh God- I kissed Annie! I can't realize I kissed Annie! How long I've wanted to do this.,Replacing 'believe' with 'realize' maintains a reflection on the event but lessens the emotional intensity and surprise associated with 'belief'.,realize,True,True,strict_word_replace,strict_success
1360,test,"You feel it's wrong here, don't you; this yard, this chair?  I want you to be ready for me, Annie. I- I don't want to win you away from anything.",exc,hap,hap,ready,ready,word,0.7916765809059143,0.55417360663414,24,False,True,weak,success,"You feel it's wrong here, don't you; this yard, this chair? I want you to be prepared for me, Annie. I- I don't want to win you away from anything.","The word 'prepared' has a similar functional meaning but lacks the same emotional intensity as 'ready,' making the sentiment milder.",prepared,True,True,strict_word_replace,strict_success
1363,test,I think it's a good idea to live together before you get married.,hap,hap,hap,married,married,word,0.9842589646577836,0.9842589646577836,14 15,False,True,weak,success,I think it's a good idea to live together before you get engaged.,"The word 'engaged' is less definitive than 'married,' hence it weakens the emotional intensity associated with a life-long commitment.",engaged,True,True,strict_word_replace,strict_success
1364,test,"I put- I've been typing my number in millions of times, it won't listen to me, it's not working, and I can't get a single human being, and finally-",fru,fru,fru,working,working,word,0.6501236669719219,0.6501236669719219,25 26,False,True,weak,success,"I put- I've been typing my number in millions of times, it won't listen to me, it's not responding, and I can't get a single human being, and finally-",The word 'responding' softens the emotional intensity by suggesting a technical issue rather than a complete failure.,responding,True,True,strict_word_replace,strict_success
1365,test,"for instance, there's this one time.  It had been raining for several days.  And this kid came up to me and gave me his last pair of dry socks. you know, He just put them in my pocket.",sad,sad,sad,last,last,word,0.4431273341178894,0.3101891338825225,31,False,True,weak,success,"for instance, there's this one time. It had been raining for several days. And this kid came up to me and gave me his extra pair of dry socks. you know, He just put them in my pocket.","The word 'extra' is a milder alternative to 'last,' reducing the emotional intensity without reversing it.",extra,True,True,strict_word_replace,strict_success
1366,test,"You know what, I'm sick and tire of listening to you.  You're a-- You're a total sadistic bully.",ang,ang,ang,sadistic,sadistic,word,0.4697651416063308,0.4697651416063308,24 25,False,True,weak,success,"You know what, I'm sick and tire of listening to you. You're a-- You're a total mean bully.","The word 'mean' is milder and less emotionally charged than 'sadistic,' which weakens the emotional intensity without reversing it.",mean,True,True,strict_word_replace,strict_success
1367,test,"Oh, what shall we do if they suddenly walk in on us.",exc,hap,hap,shall,shall,word,0.1056190058588981,0.0739333041012287,4,False,False,weak,success,"Oh, what should we do if they suddenly walk in on us.","Replacing 'shall' with 'should' slightly reduces the formality and urgency, thereby weakening the emotional intensity of the sentence.",should,True,True,strict_word_replace,strict_success
1368,test,"You know why I asked Annie here, don't you?",sad,neu,neu,annie,annie,word,0.4075993299484253,0.2853195309638976,6,False,True,weak,success,"You know why I asked someone here, don't you?","Replacing 'Annie' with a more generic term like 'someone' reduces emotional specificity tied to a known individual, thereby making the sentence milder.",someone,True,True,strict_word_replace,strict_success
1373,test,"Perfect, okay, good. ""sigh""",exc,hap,hap,perfect,perfect,word,0.6329089663922787,0.443036276474595,1 2,False,True,weak,success,"Fine, okay, good. ""sigh""","The word 'fine' is less intense than 'perfect' and conveys a more neutral tone, weakening the emotional impact without reversing it.",fine,True,True,strict_word_replace,strict_success
1374,test,Not at all.  I quite like it.  I wear it often.,neu,ang,ang,often,often,word,0.1819964633323252,0.1273975243326276,15 16,False,True,weak,success,Not at all. I quite like it. I wear it sometimes.,"Replacing 'often' with 'sometimes' maintains the positive sentiment but reduces the intensity of the frequency, resulting in a milder emotional expression.",sometimes,True,True,strict_word_replace,strict_success
1377,test,"We're all right, aren't we, darling, whatever happens?",neu,neu,neu,happens,happens,word,0.0876401737332344,0.061348121613264,13 14,False,True,weak,success,"We're all right, aren't we, darling, whatever occurs?","""Occurs"" is a less emotionally intense alternative to ""happens,"" making the situation feel more neutral and less dramatic.",occurs,True,True,strict_word_replace,strict_success
1378,test,"The flashlight, the silver one, there's only one, isn't there?",fru,fru,fru,flashlight,flashlight,word,1.09280127286911,0.764960891008377,2 3,False,True,weak,success,"The torch, the silver one, there's only one, isn't there?","The word 'torch' is synonymous with 'flashlight' but carries a more neutral emotional tone, reducing the sense of urgency or specificity.",torch,True,True,strict_word_replace,strict_success
1381,test,"All right.  But don't think like that because what the hell did we work for, Chris?  All of this, all of it, it's all just for you.",fru,ang,ang,hell,hell,word,0.6767630577087402,0.4737341403961181,14,False,True,weak,success,"All right.  But don't think like that because what the heck did we work for, Chris?  All of this, all of it, it's all just for you.",Replaced 'hell' with 'heck' to slightly reduce the emotional intensity while maintaining the idiomatic expression.,heck,True,True,strict_word_replace,strict_success
1383,test,We are gonna have a great time.,exc,hap,hap,great,great,word,0.5625512003898621,0.3937858402729034,6,False,True,weak,success,We are gonna have a nice time.,"The word 'nice' is less emotionally intense than 'great,' thereby achieving a milder tone.",nice,True,True,strict_word_replace,strict_success
1384,test,"Okay.  Is it being- Is it being compressed between anything by any chance?  Because sometimes your connection can be you know, disrupted by, you know, the cable being squished.",neu,neu,neu,compressed,compressed,word,0.3085734844207763,0.3085734844207763,11,False,True,weak,success,"Okay. Is it being- Is it being pressed between anything by any chance? Because sometimes your connection can be you know, disrupted by, you know, the cable being squished.","""Pressed"" is a milder term than ""compressed,"" suggesting less intense pressure, which weakens the emotional intensity without altering the sentence structure.",pressed,True,True,strict_word_replace,strict_success
1385,test,You're the only one I know who loves his parents.,hap,hap,hap,loves,loves,word,0.8139545917510986,0.569768214225769,9,False,True,weak,success,You're the only one I know who appreciates his parents.,"The word 'appreciates' has a milder emotional intensity than 'loves,' maintaining a positive sentiment while not being as strong.",appreciates,True,True,strict_word_replace,strict_success
1386,test,I know. I can't believe it.,exc,hap,hap,believe,believe,word,0.691601037979126,0.4841207265853881,7,False,True,weak,success,I know. I can't realize it.,"Using 'realize' suggests a softer expression of disbelief compared to 'believe', which carries a stronger emotional intensity.",realize,True,True,strict_word_replace,strict_success
1387,test,"No, I am beginning to think that maybe this is the spot after all.",hap,hap,hap,spot,spot,word,0.639033854007721,0.4473236978054046,13,False,True,weak,success,"No, I am beginning to think that maybe this is the place after all.","Replacing 'spot' with 'place' retains the original intent but lowers the emotional intensity, making it a more neutral expression.",place,True,True,strict_word_replace,strict_success
1390,test,"Sir, you're gonna have to go stand in the other line.",fru,fru,fru,stand,stand,word,0.59055095911026,0.4133856713771819,9,False,True,weak,success,"Sir, you're gonna have to go move in the other line.","The replacement 'move' is less directive and carries a milder tone than 'stand,' reducing the emotional intensity without completely changing the meaning.",move,True,True,strict_word_replace,strict_success
1391,test,"Yes, sir, I know what my bag looks like.",fru,fru,fru,looks,looks,word,0.2842593491077423,0.1989815443754196,10,False,True,weak,success,"Yes, sir, I know what my bag appears like.","The word 'appears' is neutral compared to 'looks', reducing emotional intensity without changing the sentence structure.",appears,True,True,strict_word_replace,strict_success
1393,test,"I'm trying to work this backwards.  But I can't seem to pinpoint the time where everything went wrong here.  Okay, so --",fru,fru,fru,seem,seem,word,0.1648555397987365,0.1153988778591156,14,False,True,weak,success,"I'm trying to work this backwards. But I can't appear to pinpoint the time where everything went wrong here. Okay, so --",The word 'appear' weakens the intensity of uncertainty compared to 'seem' and maintains a more neutral tone.,appear,True,True,strict_word_replace,strict_success
1395,test,"Knowing the neighborhood.  Yeah, it's pretty bizarre.",hap,hap,hap,bizarre,bizarre,word,0.3893273621797561,0.2725291535258293,11 12,False,False,weak,success,"Knowing the neighborhood. Yeah, it's pretty unusual.","The word ""unusual"" reduces the intensity of ""bizarre,"" offering a milder emotional tone while maintaining the original meaning.",unusual,True,True,strict_word_replace,strict_success
1396,test,This happens every two weeks?,neu,ang,ang,every,every,word,0.6999748349189758,0.489982384443283,3,False,True,weak,success,This happens each two weeks?,"Replacing 'every' with 'each' weakens the certainty and regularity implied by 'every', while retaining grammatical coherence.",each,True,True,strict_word_replace,strict_success
1397,test,Have you?  There's got to be something else.,neu,fru,fru,else,else,word,0.034974992275238,0.0244824945926666,11 12,True,True,weak,success,Have you? There's got to be something more.,Replacing 'else' with 'more' reduces emotional intensity and leans toward a neutral exploration rather than seeking something additional or different.,more,True,True,strict_word_replace,strict_success
1399,test,"Well, I'd like to be a working actor.",neu,neu,neu,actor,actor,word,0.2866573929786682,0.2006601750850677,10 11,False,True,weak,success,"Well, I'd like to be a working performer.","The word 'performer' is less specific and carries a milder emotional intensity than 'actor,' yet it still fits the context of the sentence.",performer,True,True,strict_word_replace,strict_success
1400,test,"Well, will we always bicker and fight?",neu,neu,neu,will,will,word,0.2281277179718017,0.1596894025802612,3,False,True,weak,success,"Well, might we always bicker and fight?","The word 'might' introduces a less certain, and therefore milder emotional intensity than 'will'.",might,True,True,strict_word_replace,strict_success
1401,test,It was bound to happen sooner or later.,exc,hap,hap,happen,happen,word,0.6074603199958801,0.425222223997116,5,False,True,weak,success,It was bound to occur sooner or later.,"Replacing 'happen' with 'occur' maintains the neutral tone while slightly weakening the emotional impact of inevitability, as 'occur' feels less intense than 'happen'.",occur,True,True,strict_word_replace,strict_success
1403,test,"Yeah, they're going to do some sort of memorial service or something.",sad,sad,sad,memorial,memorial,word,0.5901941061019897,0.5901941061019897,11,False,False,weak,success,"Yeah, they're going to do some sort of gathering service or something.","The word 'gathering' is a milder and more neutral term compared to 'memorial,' which carries a strong emotional connotation related to remembrance and loss. Using 'gathering' weakens the emotional intensity while retaining the original context.",gathering,True,True,strict_word_replace,strict_success
1404,test,"This is great.  How are you doing?  Oh, no.  Oh, do you know what I did?  I forgot the flashlight.  How could I be so stupid?  I forgot the flashlight.",exc,hap,hap,great,great,word,0.8624949306249619,0.6037464514374733,3 4,False,True,weak,success,"This is nice. How are you doing? Oh, no. Oh, do you know what I did? I forgot the flashlight. How could I be so stupid? I forgot the flashlight.",The word 'nice' weakens the positive emotion conveyed by 'great' without completely reversing the emotional tone of the sentence. It maintains a mildly positive sentiment.,nice,True,True,strict_word_replace,strict_success
1405,test,"No, but this is for um- replacements and you need a new -- whole new license as a California --",neu,fru,fru,need,need,word,0.3966478109359741,0.3966478109359741,12,False,True,weak,success,"No, but this is for um- replacements and you require a new -- whole new license as a California --","The word 'require' is less emotionally intense compared to 'need.' It maintains the meaning without significantly altering the emotional tone, providing a milder and more neutral alternative.",require,True,True,strict_word_replace,strict_success
1411,test,I know you did.  You threw it out the window into the Canal below.  I don't think I'll ever forgive you for that.,exc,hap,hap,ever,ever,word,0.2932510077953338,0.2052757054567336,25,False,True,weak,success,I know you did.  You threw it out the window into the Canal below.  I don't think I'll easily forgive you for that.,"Replacing ""ever"" with ""easily"" weakens the emotional intensity and makes the statement less absolute, but still retains a sense of difficulty in forgiving.",easily,True,True,strict_word_replace,strict_success
1416,test,"Well, the trouble is you never saw enough women.",neu,sad,sad,women,women,word,0.979459285736084,0.6856215000152588,10 11,False,True,weak,success,"Well, the trouble is you never saw enough people.",Replacing 'women' with 'people' maintains the sentence structure while reducing the specificity and emotional charge associated with the original term.,people,True,True,strict_word_replace,strict_success
1417,test,What's bugging you then?,fru,fru,fru,bugging,bugging,word,1.3281577825546265,1.3281577825546265,3 4,False,True,weak,success,What's bothering you then?,"The word 'bothering' is softer and less emotionally intense than 'bugging,' which maintains the mild concern without strong negative connotations.",bothering,True,True,strict_word_replace,strict_success
1418,test,Woo- I I do.,exc,hap,hap,woo,woo,word,1.4404255002737043,1.0082978501915931,1 2 3,False,True,weak,success,Oh- I I do.,Replacing 'woo' with 'oh' weakens the emotional intensity while maintaining a mild interjection.,oh,True,True,strict_word_replace,strict_success
1420,test,All right.  You have a wonderful day.  Call us anytime.,neu,neu,neu,anytime,anytime,word,0.3697271272540092,0.2588089890778065,14 15,False,True,weak,success,All right. You have a wonderful day. Call us later.,"The word 'later' suggests a future time without the open-ended immediacy of 'anytime,' making the sentence feel less emotionally open and inviting but still cordial.",later,True,True,strict_word_replace,strict_success
1425,test,Very well.  If you have to be boorish and idiotic.,ang,ang,ang,idiotic,idiotic,word,0.914867766201496,0.914867766201496,14 15 16,False,True,weak,success,Very well. If you have to be boorish and foolish.,"The word 'foolish' is less intense and emotion-laden compared to 'idiotic,' thereby weakening the negative emotional tone without changing the sentence structure.",foolish,True,True,strict_word_replace,strict_success
1426,test,"Well, my hands are really tied then.",neu,fru,fru,tied,tied,word,0.0326589830219745,0.0326589830219745,7,True,False,weak,success,"Well, my hands are really restricted then.","The word ""restricted"" conveys a milder constraint compared to ""tied,"" softening the emotional tone of being completely unable to act.",restricted,True,True,strict_word_replace,strict_success
1428,test,"Twice is every time we tried, that's ever.",fru,ang,ang,ever,ever,word,0.4676125049591064,0.3273287534713744,11 12,False,True,weak,success,"Twice is every time we tried, that's always.",Replacing 'ever' with 'always' maintains the sentence's emphasis but with slightly less intensity.,always,True,True,strict_word_replace,strict_success
1432,test,It wouldn't work like this.,sad,sad,sad,wouldn't,wouldn't,word,1.0176527053117752,0.7123568937182426,2 3,False,True,weak,success,It mightn't work like this.,"Replacing 'wouldn't' with 'mightn't' weakens the certainty of the statement, making it less emotionally charged and more neutral in tone.",mightn't,True,True,strict_word_replace,strict_success
